Effective_Signal,Noise,Raw_Signal,Exposure_Time,Subframe_Index
3.4060059,13.462751353620927,276.56805,0.001664,1
3.3822632,13.675678580997117,276.63968,0.001664,2
3.4642334,13.546103658634376,276.6328,0.001664,3
3.4266968,13.481776103863957,276.45587,0.001664,4
3.4076843,13.67015026317164,276.70288,0.001664,5
3.4194946,13.519497870455995,276.54764,0.001664,6
3.3889465,13.442983470144954,276.34094,0.001664,7
3.4024048,13.62996442322826,276.77823,0.001664,8
3.4841614,13.503433514852372,276.80173,0.001696,0
3.4767761,13.461335219510962,276.63882,0.001696,1
3.4845886,13.668436066549004,276.742,0.001696,2
3.4651794,13.558138101170783,276.63376,0.001696,3
3.4274902,13.485654962626112,276.45667,0.001696,4
3.3926697,13.66054887390607,276.68787,0.001696,5
3.5570679,13.534645110636022,276.6852,0.001696,6
3.5029297,13.43770870776012,276.45493,0.001696,7
3.5078735,13.633537127282832,276.8837,0.001696,8
3.6026,13.536718061233183,276.92017,0.001728,0
3.5818481,13.488423841985883,276.7439,0.001728,1
3.5752563,13.690243183143329,276.83267,0.001728,2
3.59729,13.55036689665495,276.76587,0.001728,3
3.5653381,13.490387547951704,276.5945,0.001728,4
3.552765,13.670005952362338,276.84796,0.001728,5
3.5542603,13.546768567316484,276.6824,0.001728,6
3.5305176,13.487719821028357,276.4825,0.001728,7
3.526123,13.677720511513773,276.90195,0.001728,8
3.5856934,13.533508157250592,276.90326,0.00176,0
3.5700378,13.496068268781395,276.7321,0.00176,1
3.560669,13.69350568639286,276.81808,0.00176,2
3.7084045,13.566416416567899,276.87698,0.00176,3
3.6490173,13.491742990599814,276.6782,0.00176,4
3.627594,13.672672330586531,276.9228,0.00176,5
3.729126,13.58415585651874,276.85727,0.00176,6
3.690918,13.517883477570635,276.6429,0.00176,7
3.7133179,13.68915882902484,277.08914,0.00176,8
3.7375183,13.560200262174725,277.05508,0.001792,0
3.7090454,13.513628331744973,276.8711,0.001792,1
3.6954956,13.730302245366389,276.9529,0.001792,2
3.7399902,13.587595039357229,276.90857,0.001792,3
3.7005005,13.519205202739936,276.72968,0.001792,4
3.6927795,13.704382945056553,276.98798,0.001792,5
3.7575684,13.569746354775047,276.8857,0.001792,6
3.7155151,13.490792157697408,276.6675,0.001792,7
3.723999,13.681910919780119,277.09982,0.001792,8
3.7826233,13.548388354998455,277.1002,0.001824,0
3.7684326,13.508168797576268,276.93048,0.001824,1
3.760315,13.711469010402991,277.01773,0.001824,2
3.7273865,13.580740950264994,276.89597,0.001824,3
3.7080994,13.521667927392125,276.73727,0.001824,4
3.6777344,13.706016219730046,276.97293,0.001824,5
3.8216553,13.578302502197547,276.9498,0.001824,6
3.7762146,13.501878464729714,276.7282,0.001824,7
3.781128,13.697619218807525,277.15695,0.001824,8
3.8338013,13.58400615091283,277.15137,0.001856,0
3.8199463,13.543994293160104,276.982,0.001856,1
3.8208618,13.737395054208589,277.07828,0.001856,2
3.8516235,13.594526004301148,277.0202,0.001856,3
3.8100586,13.539842997169174,276.83923,0.001856,4
3.7853699,13.707944859517905,277.08057,0.001856,5
3.9321594,13.60814786573987,277.0603,0.001856,6
3.888916,13.538696602889678,276.8409,0.001856,7
3.8998108,13.706864551496874,277.27563,0.001856,8
3.8616943,13.586060219721857,277.17926,0.001888,0
3.8355713,13.545438749952268,276.99762,0.001888,1
3.808258,13.744629476461787,277.06567,0.001888,2
3.9776306,13.61882956302647,277.1462,0.001888,3
3.9475098,13.561625837178756,276.97668,0.001888,4
3.9233398,13.744034700135602,277.21854,0.001888,5
3.9479065,13.59650724335595,277.07605,0.001888,6
3.9230652,13.542033284592588,276.87506,0.001888,7
